RawMaterial,Description,Manufactur,ManufacturPN,QPA,Vendor#,Vendor name,LeadTime,Usage,FinishedGood
01106088-AL1,PCB FR4 4L 2P X1312 Fender LH Rev:05,,,1,,,121,100,6971-0009-05
01106088-AL1 1,PCB FR4 4L 2P X1312 Fender LH Rev:05,RAYBEN,39000EA,1,12529,Rayben technologies (HK) limited,121,100,6971-0009-05
01106088-AL1 2,PCB FR4 4L 2P X1312 Fender LH Rev:05,ONPRESS,S00432062BTA0,1,12449,Onpress PCB Limited,121,100,6971-0009-05
04-011723-01,S/P Sn96.5/Ag3.0/Cu0.5 TLF-204-111M,TAMURA,TLF-204-111M,0.6,10076,PROVEEDORA DE AISLANTES ELECTRICOS,35,100,6971-0009-05
18116650-ALM165 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116650-ALM165 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116650-ALM165 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116650-ALM165 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116651-ALM166,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116651-ALM166 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116651-ALM166 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116651-ALM166 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116651-ALM166 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116652-ALM167,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116652-ALM167 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116652-ALM167 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116652-ALM167 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116652-ALM167 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116653-ALM168,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116653-ALM168 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116653-ALM168 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116653-ALM168 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116653-ALM168 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116662-ALM157,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116662-ALM157 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116662-ALM157 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116662-ALM157 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116662-ALM157 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116663-ALM158,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116663-ALM158 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116663-ALM158 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116663-ALM158 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116663-ALM158 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116664-ALM159,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116664-ALM159 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116664-ALM159 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116664-ALM159 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116664-ALM159 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116665-ALM160,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116665-ALM160 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116665-ALM160 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116665-ALM160 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116665-ALM160 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116666-ALM169,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116666-ALM169 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116666-ALM169 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116666-ALM169 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116666-ALM169 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116667-ALM170,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116667-ALM170 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116667-ALM170 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116667-ALM170 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116667-ALM170 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116668-ALM171,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116668-ALM171 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116668-ALM171 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116668-ALM171 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116668-ALM171 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116669-ALM172,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116669-ALM172 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116669-ALM172 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116669-ALM172 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116669-ALM172 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116945-ALM105,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116945-ALM105 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116945-ALM105 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116945-ALM105 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116945-ALM105 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116946-ALM106,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116946-ALM106 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116946-ALM106 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116946-ALM106 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116946-ALM106 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116947-ALM107,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116947-ALM107 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116947-ALM107 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116947-ALM107 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,10184,YAGEO CORPORATION,112,100,6971-0009-05
18116947-ALM107 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116948-ALM108,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116948-ALM108 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116948-ALM108 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116948-ALM108 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116948-ALM108 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116949-ALM117,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116949-ALM117 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116949-ALM117 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116949-ALM117 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116949-ALM117 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116950-ALM118,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116950-ALM118 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116950-ALM118 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116950-ALM118 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116950-ALM118 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116951-ALM119,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116951-ALM119 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116951-ALM119 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116951-ALM119 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116951-ALM119 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116952-ALM120,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116952-ALM120 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,112,100,6971-0009-05
18116952-ALM120 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,112,100,6971-0009-05
18116952-ALM120 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,112,100,6971-0009-05
18116952-ALM120 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116961-ALM109,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116961-ALM109 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116961-ALM109 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116961-ALM109 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116961-ALM109 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116962-ALM110,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116962-ALM110 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116962-ALM110 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116962-ALM110 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116962-ALM110 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116963-ALM111,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116963-ALM111 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116963-ALM111 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116963-ALM111 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116963-ALM111 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,10184,YAGEO CORPORATION,112,100,6971-0009-05
18116964-ALM112,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116964-ALM112 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116964-ALM112 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116964-ALM112 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116964-ALM112 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116965-ALM121,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116965-ALM121 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116965-ALM121 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116965-ALM121 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116965-ALM121 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116966-ALM122,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116966-ALM122 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116966-ALM122 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116966-ALM122 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116966-ALM122 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116967-ALM123,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116967-ALM123 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116967-ALM123 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116967-ALM123 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116967-ALM123 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18116968-ALM124,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18116968-ALM124 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,112,100,6971-0009-05
18116968-ALM124 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18116968-ALM124 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,112,100,6971-0009-05
18116968-ALM124 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,112,100,6971-0009-05
18117102-ALM303,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,,,4,,,98,100,6971-0009-05
18117102-ALM303 1,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,WALSIN,MR08W4R42FTL,4,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117102-ALM303 2,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,VIKING,CR-05FC7--4R42,4,,,98,100,6971-0009-05
18117106-ALM307,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,,,4,,,98,100,6971-0009-05
18117106-ALM307 1,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,WALSIN,MR08W4R42FTL,4,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117106-ALM307 2,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,VIKING,CR-05FC7--4R42,4,,,98,100,6971-0009-05
18117110-ALM311,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,,,4,,,98,100,6971-0009-05
18117110-ALM311 1,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,WALSIN,MR08W4R42FTL,4,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117110-ALM311 2,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,VIKING,CR-05FC7--4R42,4,,,98,100,6971-0009-05
18117114-ALM315,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,,,4,,,98,100,6971-0009-05
18117114-ALM315 1,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,WALSIN,MR08W4R42FTL,4,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117114-ALM315 2,CHIP RES;4.42R 1% -200~400PPM 0805 1/4W,VIKING,CR-05FC7--4R42,4,,,98,100,6971-0009-05
18117120-AL1,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18117120-AL1 1,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18117120-AL1 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VIKING,CR-05FA7--100R,2,,,98,100,6971-0009-05
18117120-AL1 3,CHIP RES;100R 1% 100PPM 0805 1/8W,FENGHUA,ABE05K1000FT,2,,,98,100,6971-0009-05
18117120-AL1 4,CHIP RES;100R 1% 100PPM 0805 1/8W,ROHM,MCR10SEQPF1000,2,,,98,100,6971-0009-05
18117120-AL1 5,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,WR08X1000FTLJ,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117120-AL1 6,CHIP RES;100R 1% 100PPM 0805 1/8W,PANASONIC,ERJ6ENF1000V,2,,,98,100,6971-0009-05
18117120-AL1 7,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18117121-AL1,CHIP RES;1K 1% 100PPM 1206 1/4W,,,1,,,84,100,6971-0009-05
18117121-AL1 1,CHIP RES;1K 1% 100PPM 1206 1/4W,VISHAY,RCC12061K00FKEA,1,,,84,100,6971-0009-05
18117121-AL1 2,CHIP RES;1K 1% 100PPM 1206 1/4W,PANASONIC,ERJP08F1001V,1,,,84,100,6971-0009-05
18117121-AL1 3,CHIP RES;1K 1% 100PPM 1206 1/4W,FENGHUA,ABG06K1001FT,1,,,84,100,6971-0009-05
18117121-AL1 4,CHIP RES;1K 1% 100PPM 1206 1/4W,WALSIN,WF12P1001FTLJ,1,10271,WALSIN TECHNOLOGY CORPORATION,84,100,6971-0009-05
18117121-AL1 5,CHIP RES;1K 1% 100PPM 1206 1/4W,VIKING,CR-06FC7----1K,1,,,84,100,6971-0009-05
18117121-AL1 6,CHIP RES;1K 1% 100PPM 1206 1/4W,YAGEO,AC1206FR-7W1KL,1,,,84,100,6971-0009-05
18117121-AL1 7,CHIP RES;1K 1% 100PPM 1206 1/4W,ROHM,ESR18EZPF1001,1,,,84,100,6971-0009-05
18117145-AL1,CHIP RES;14.3K 1% 100PPM 0603 1/10W,,,3,,,98,100,6971-0009-05
18117145-AL1 1,CHIP RES;14.3K 1% 100PPM 0603 1/10W,VISHAY,CRCW060314K3FKEA,3,,,98,100,6971-0009-05
18117145-AL1 2,CHIP RES;14.3K 1% 100PPM 0603 1/10W,WALSIN,MR06X1432FTL,3,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18117145-AL1 3,CHIP RES;14.3K 1% 100PPM 0603 1/10W,KOA,RK73H1JTTD1432F,3,,,98,100,6971-0009-05
18117150-AL1,CHIP RES;1K 1% 100PPM 0603 1/10W,,,1,,,84,100,6971-0009-05
18117150-AL1 1,CHIP RES;1K 1% 100PPM 0603 1/10W,ROHM,MCR03SEQPF1001,1,,,84,100,6971-0009-05
18117150-AL1 2,CHIP RES;1K 1% 100PPM 0603 1/10W,PANASONIC,ERJ3EKF1001V,1,,,84,100,6971-0009-05
18117150-AL1 3,CHIP RES;1K 1% 100PPM 0603 1/10W,FENGHUA,ABD03K1001FT,1,,,84,100,6971-0009-05
18117150-AL1 4,CHIP RES;1K 1% 100PPM 0603 1/10W,YAGEO,AC0603FR-071KL,1,,,84,100,6971-0009-05
18117150-AL1 5,CHIP RES;1K 1% 100PPM 0603 1/10W,WALSIN,WR06X1001FTLJ,1,10271,WALSIN TECHNOLOGY CORPORATION,84,100,6971-0009-05
18117150-AL1 6,CHIP RES;1K 1% 100PPM 0603 1/10W,VISHAY,CRCW06031K00FKEA,1,,,84,100,6971-0009-05
18117150-AL1 7,CHIP RES;1K 1% 100PPM 0603 1/10W,VIKING,CR-03FA7----1K,1,,,84,100,6971-0009-05
18117151-AL1,CHIP RES;1.8K 1% 100PPM 0603 1/10W,,,1,,,84,100,6971-0009-05
18117151-AL1 1,CHIP RES;1.8K 1% 100PPM 0603 1/10W,VISHAY,CRCW06031K80FKEA,1,,,84,100,6971-0009-05
18117151-AL1 2,CHIP RES;1.8K 1% 100PPM 0603 1/10W,ROHM,MCR03SEQPF1801,1,,,84,100,6971-0009-05
18117151-AL1 3,CHIP RES;1.8K 1% 100PPM 0603 1/10W,VIKING,CR-03FA7---1K8,1,,,84,100,6971-0009-05
18117151-AL1 4,CHIP RES;1.8K 1% 100PPM 0603 1/10W,PANASONIC,ERJ3EKF1801V,1,,,84,100,6971-0009-05
18117151-AL1 5,CHIP RES;1.8K 1% 100PPM 0603 1/10W,FENGHUA,ABD03K1801FT,1,,,84,100,6971-0009-05
18117151-AL1 6,CHIP RES;1.8K 1% 100PPM 0603 1/10W,YAGEO,AC0603FR-071K8L,1,,,84,100,6971-0009-05
18117151-AL1 7,CHIP RES;1.8K 1% 100PPM 0603 1/10W,WALSIN,WR06X1801FTLJ,1,10271,WALSIN TECHNOLOGY CORPORATION,84,100,6971-0009-05
18117153-AL1,CHIP RES;10K 1% 100PPM 0603 1/10W L/F,,,5,,,84,100,6971-0009-05
18117153-AL1 1,CHIP RES;10K 1% 100PPM 0603 1/10W L/F,VISHAY,CRCW060310K0FKEA,5,,,84,100,6971-0009-05
